Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
High income,HIC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15733382,36122356,61171712,89366850.33,125160633,167822840,208552820,245626911,270546910,289389473,306782344,322803296,335964734,346544704,355920864,376249566,388981329,402347432,412813727,424329788,442301302,
"Hong Kong SAR, China",HKG,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,86467,444450,716435,1038995,1267966,1517741,1659098,1796240,1898934,1935485,2053374,2167714,2299000,2255039,2235223,2281275,2347833,2626028,2658068,2714679,2804790,2885586,
Honduras,HND,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,57290,61277,68991,157852,197379,220386,238291,354861,390377,396916,
Heavily indebted poor countries (HIPC),HPC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111109,211330,322515,382179,483868,678768,909327,1261929,1729695,1974106,2812846,2889526,3162916,4162181,5191976,
Croatia,HRV,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,26200,116200,251800,387050,527989,717354,837862,892835,919222,954720,984485,986215,1043795,1095881,1128273,1154773,1030973,
Haiti,HTI,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1348,1348,29900,31100,31100,31000,
Hungary,HUN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,31384,111458,264311,411111,651689,1199190,1454511,1770574,1976723,2159421,2313092,2396035,2597159,2580537,2718794,2814523,2956585,3079549,3189689,3265308,
IBRD only,IBD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055193,5199495,15046247,34380898,54123473,81031890,114992867,153057809,194883392,235007148,286095738,323209068,352108727,376179648,467780023,527873810,622042690,653344922,713442552,779752285,
IDA & IBRD total,IBT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057860,5210160,15069317,34426703,54242548,81249539,115478099,153863220,196406449,237303102,289150214,327380981,358150114,385479390,480355508,544828141,641137477,674247933,736542222,807196454,
IDA total,IDA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119075,,485232,805411,1523057,2295954,3054476,4171913,6041387,9299742,12575485,16954331,19094787,20903011,23099670,27444169,
IDA blend,IDB,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64385,,198547,388274,707167,1154327,,1999012,2256952,3234494,4041846,6144440,6741559,7393442,7963233,9184289,
Indonesia,IDN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,15000,38300,61600,84900,108200,194367,778770,981562,1863821,2280316,2736379,2983000,3251800,3400000,3983000,5227393,6215923,8874116,10284364,11722218,
IDA only,IDX,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286685,417137,815890,1141627,1530045,2172901,3784435,6065248,8533639,10809891,12353228,13509569,15136437,18259880,
Isle of Man,IMN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,82409,140362,235000,1348000,2300000,3130000,5280000,7745710,10990000,13351187,14982178,14927670,15750000,16942750,18653312,17856024,18170000,19156559,22950000,
Not classified,INX,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10600,41800,152100,322500,561700,758722,891243,976381,1019964,1070776,1112082,1189212,1258758,1309467,1360204,1398798,1430160,1462549,1516473,
"Iran, Islamic Rep.",IRN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,661,16171,18700,,,100000,200000,300000,400000,987549,2119708,3803692,5161156,6145220,6608662,7608560,8599949,9806751,8626182,9564195,
Iraq,IRQ,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,98,54,121,3117,,,,,,,4291911,4492328,4559053,6254099,
Iceland,ISL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2358,10424,24270,41571,55764,78017,87738,100026,106017,107072,109212,111584,113420,117467,119647,124436,128023,134624,137989,139241,141816,
Israel,ISR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43865,231663,633100,980000,1229626,1421000,1528500,1684000,1723000,1762000,1879029,1937000,2003000,2131000,2173000,2258000,2342000,2435000,2481000,2602079,
Italy,ITA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,390000,850000,2250000,4724500,6822210,8497422,10122126,11276262,12084537,13098028,13518710,13763362,14012976,14382487,14900171,15563279,16586377,17157901,17470489,18128787,
Jamaica,JAM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3235,9000,9000,27000,45000,68243,92768,97323,112201,116685,118269,123046,140816,151554,228890,286068,239120,284756,317907,385603,
Jordan,JOR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,3177,4996,10424,23551,48622,88818,145838,237996,293276,296612,300294,328382,351783,309726,297324,331925,399596,457496,630545,
Japan,JPN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,216000,854655,3835000,9397426,14917165,19557146,23301105,26438867,28303003,30117679,32863203,34101778,35696214,36132405,36918650,37788929,38872579,39805586,40532466,41496293,42502489,44000791,
Kazakhstan,KAZ,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,1997,2996,30500,270370,337300,577344,869600,1193400,1637300,1958823,2148000,2301000,2349900,2576100,2461300,2512600,2620400,
Kenya,KEN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5399,17723,17737,3282,18200,6866,54144,54348,74144,101813,135107,132702,288303,371498,491183,674191,
Kyrgyz Republic,KGZ,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,139,1907,2292,2762,3115,19032,17355,23053,39040,54614,136200,170706,211521,240873,258013,250612,269091,289000,
Cambodia,KHM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,419,780,1000,2900,8450,16594,30000,35666,22000,29734,32648,66111,83504,97641,133633,166200,184379,233772,
Kiribati,KIR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,402,504,685,765,846,850,800,700,500,117,110,111,87,105,185,
St. Kitts and Nevis,KNA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,2000,4400,6500,8800,9600,11104,13000,14600,12600,13000,13300,14018,16376,14178,29272,16381,20379,30000,
"Korea, Rep.",KOR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,278000,3870000,7818020,10405486,11178499,11921439,12190711,14042698,14709998,15474931,16348571,17194272,17859522,18252661,18737514,19198934,20024419,20555683,21195918,21285858,21906172,22327182,
Kuwait,KWT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,10500,13000,20000,25000,30000,35000,40000,45000,46000,47000,47000,47000,48000,55000,101390,117719,103821,84595,73948,
Latin America & Caribbean (excluding high income),LAC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125880,497926,1217393,1894207,5274482,7055478,10959800,17217233,24179590,29310847,34200993,40809359,45700690,50026654,54465142,59318653,63449644,68382967,73401459,78400544,87413829,
Lao PDR,LAO,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,50,314,741,1135,2896,4317,5885,6546,7578,9025,16119,14550,24426,27217,45379,76280,128000,
Lebanon,LBN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50000,100000,197000,331089,402329,476185,480000,1132139,,,,,420000,432070,
Liberia,LBR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,150,186,63,524,5080,6000,7000,8000,9000,,11000,13000,
Libya,LBY,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46242,63000,72800,70000,67300,64700,62800,61000,168920,318000,,318000,332000,
St. Lucia,LCA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,3800,7000,7176,11078,15527,18586,20491,21340,24573,24704,28199,28426,29786,31828,32265,15785,33000,
Latin America & Caribbean,LCN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138033,615622,1527181,2475357,6154798,8388283,12978925,20011773,27808515,33700979,39176294,46277176,51786998,56674718,61640205,67115545,71531173,76734548,81969242,87235233,96775118,
Least developed countries: UN classification,LDC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217048,301689,633851,903649,1133706,1564023,2929671,4931817,7154952,8918168,10004779,11203805,12451468,15445322,
Low income,LIC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24787,91935,129586,157763,278020,429662,692628,1115440,1625298,2053132,2314197,2256971,,2658739,2983653,
Liechtenstein,LIE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437,1500,4741,8617,10000,14200,15550,15983,15250,13595,14416,15016,15610,15696,15935,16253,16712,17173,18050,
Sri Lanka,LKA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,592,3417,20450,21000,22895,63263,101922,169600,228316,359000,354000,424357,567601,625917,892184,1220504,1544313,1666317,1781530,
Lower middle income,LMC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222410,406907,736028,2627136,5054859,8684853,14285949,21549811,27058275,34806224,41858753,46891258,54607376,63038646,74585446,82638353,93227814,104061387,122043299,
Low & middle income,LMY,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4793160,14186905,32676909,51656642,75221736,106496167,143269417,183511664,223313264,273379553,310907632,340765694,367162764,461279701,525178808,620602210,652890206,714886482,784318813,
Lesotho,LSO,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,45,,110,140,400,400,1339,1636,2275,1502,2062,2230,4821,5763,4618,5060,
Late-demographic dividend,LTE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143827,833189,4608870,13851798,31723248,47534492,69293663,96093112,124539437,156703747,189222451,230611710,258875194,281816667,301725936,385464311,437059320,521640326,543560186,593454381,639830646,
Lithuania,LTU,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,20000,66790,129051,234081,368715,559036,590103,633779,679321,727699,768861,836200,801863,833298,857761,798769,788743,790419,796814,
Luxembourg,LUX,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215,5827,15351,36500,70100,98930,128680,143200,156120,168368,169753,169700,176500,186800,195300,203100,214600,224300,230100,235155,
Latvia,LVA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,3235,10000,19533,49147,60770,109674,338559,412108,454714,434876,457422,476141,496000,505000,503503,519154,526222,525995,508924,490569,
"Macao SAR, China",MAC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731,9788,16954,27774,45218,68030,92217,110498,121569,126142,132081,137661,144596,151796,161498,169939,177959,186000,193057,200000,208000,
St. Martin (French part),MAF,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2712,64660,249138,391857,477360,493228,479503,504499,595207,689541,843940,993451,1147533,1255428,1378867,1552599,1751341,2102434,
Monaco,MCO,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,2658,4904,6535,7606,9500,11000,12300,13000,13400,13800,15920,16258,16896,17800,18354,18614,19258,19684,20476,20877,
Moldova,MDA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,418,597,2429,10395,21792,52806,115227,187665,270756,356324,418519,469367,509195,534393,557403,584330,623135,670530,719001,
Madagascar,MDG,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361,2354,3488,4576,5391,6852,31077,37988,24835,23694,26385,25062,27211,30000,32000,
Maldives,MDV,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,503,717,3260,6274,10405,15359,15380,15553,17638,18059,20351,19842,23175,29309,36534,47395,53169,63685,
Middle East & North Africa,MEA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388878,857526,,2141398,3116409,4577861,6267066,8075140,9979597,12674252,16127317,16092918,19129367,26904840,29926551,39198718,42454689,44281101,51110473,
Mexico,MEX,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,50000,231486,428371,1057282,1922352,3020000,4504422,7532633,9641168,10582865,11566069,13077276,12747873,13032519,14757686,15923971,17000482,18358920,19353056,21936131,
Marshall Islands,MHL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284,1372,1000,1000,1000,,1000,1000,
Middle income,MIC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928699,4793062,14186543,32673478,51647543,75196949,106404232,143139831,183353901,223035244,272949891,310215004,339650254,365537466,459226569,522864611,618345239,650761942,712227743,781335160,
North Macedonia,MKD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12436,36485,100507,181012,232783,258741,281565,312272,338486,354094,364421,381531,396295,427964,454300,475569,
Mali,MLI,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085,3200,5272,8244,8019,8482,4320,2909,,3499,21444,15400,120934,142522,243806,
Malta,MLT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656,9157,17679,22736,37642,51409,52948,83982,98209,113656,125889,128678,135758,143010,151557,163205,171263,181318,191833,202513,213419,
Myanmar,MMR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,3961,6466,9995,23240,22950,21898,,,,32921,89686,111567,129050,485853,688815,
Middle East & North Africa (excluding high income),MNA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99517,,,1048199,1751360,2606940,3739938,5188037,7266781,9918582,12188141,15016940,16219582,18930022,26342911,29061340,30766346,36131640,
Montenegro,MNE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7665,,17852,39749,59329,64665,64712,87768,95721,103863,112394,114848,137426,159029,178781,184176,
Mongolia,MNG,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,90,500,900,1800,3500,7395,32504,40077,76754,94052,110165,139729,197247,208047,226147,285093,306150,317317,307166,
Northern Mariana Islands,MNP,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201,6367,11135,13748,17323,28374,29438,28852,36985,42570,46599,61641,70142,69975,70000,
Mauritania,MRT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,973,4000,5876,6775,5809,6120,6697,7532,8000,9638,11141,12637,13224,10815,18457,
Mauritius,MUS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,1184,2564,5398,27895,35132,52511,72875,93922,118235,140800,162400,182000,197400,212600,246000,274700,307200,323200,
Malawi,MWI,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,138,404,,934,986,1034,1085,1730,1238,8777,8561,5855,8692,10816,11358,11358,12255,
Malaysia,MYS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,19302,110402,252500,483100,751000,1035200,1329300,1553600,2097800,2506700,2920900,2938800,3061000,3063800,2718800,2687800,2696000,2964500,3358800,
North America,NAC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845900,3336286,8480806,15628812,23396549,32257342,42768520,58178837,68305344,80808121,87006258,90322000,95379203,99599579,104203914,108166561,110412731,115357376,119123293,122146613,125201606,129434175,137024813,
Namibia,NAM,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,198,256,320,477,9435,17610,24053,35740,41212,70408,64343,65779,61968,63314,71063,
New Caledonia,NCL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,700,1668,5146,9600,15601,20315,25455,33121,38196,42767,47900,53600,58300,55371,,,,55000,55000,
Niger,NER,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,212,347,482,617,1000,1500,2114,3669,6400,29954,27188,7707,8650,,11000,12000,
Nigeria,NGA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,53594,67776,81958,99108,,14279,15045,15740,15688,107931,110834,73965,83360,65313,
Nicaragua,NIC,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,1604,2319,4403,5001,10534,19042,27550,43212,78678,73279,85092,101312,131687,111409,116308,177024,210124,192413,217618,290351,
Netherlands,NLD,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75500,75500,260000,466200,1170966,1988000,3206000,4100000,5192200,5507000,5805000,6129000,6329000,6498007,6654000,6792000,6851000,7029097,7222770,7289580,7406700,7458570,7525016,
Norway,NOR,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23297,88541,205307,398758,671666,991349,1244536,1457265,1577430,1668231,1723355,1785676,1857724,1910720,1977129,2050460,2106975,2165221,2205861,2260605,2387661,
Nepal,NPL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963,10957,12000,17078,60177,94656,230618,311457,250602,302705,224184,503206,791961,1031000,1270000,
Nauru,NRU,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,,,,,,,,,,,
New Zealand,NZL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,17267,43500,83000,191695,321000,470200,853020,914961,1022335,1092000,1178000,1272000,1316000,1410000,1450900,1530500,1583000,1647635,1697534,1764984,
OECD members,OED,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15006644,34119819,57881479,84852178.33,120501264,163756464,205225450,243930116,271119384,291489318,309735991,326597940,339955135,353041748,363964613,380122100,394560081,408708530,421502631,434431467,456223020,
Oman,OMN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,136,668,13240,20065,20177,32447,41131,58556,78217,113324,154290,177063,233234,284647,348926,422035,473070,508949,
Other small states,OSS,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418749,,794297,1004012,1209436,1352869,1598134,1700408,1835313,1926150,2029195,2112954,2169956,2231016,2371897,2693456,
Pakistan,PAK,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14600,26611,45153,168082,391629,789487,1166301,1516809,1628105,2008684,1793199,2488334,2318001,2095428,2039788,2523027,
Panama,PAN,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7771,12235,15039,16746,17567,112738,150283,196190,234381,258292,282843,294739,307266,310065,316168,429931,441163,540220,535631,562413,
Peru,PER,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1078,1078,37401,93908,227610,352622,484899,570218,725563,827663,932503,1211767,1442784,1612812,1767057,1999459,2120762,2310217,2536077,2784000,3044000,
Philippines,PHL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,21000,55000,89000,123000,265030,496151,1045716,1722407,,1791000,2146600,2572800,2900000,2900000,2985452,3399291,3788489,5920087,7936574,
Palau,PLW,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,100,97,101,111,142,239,518,898,1805,1110,1224,,,,,,
Papua New Guinea,PNG,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987,4453,6100,7500,9200,11300,13200,15000,17000,18000,,20000,21000,
Poland,POL,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,121684,195752,875865,945159,2911152,4174003,4462686,5596000,5858498,6972130,6887676,7031055,7233854,7265546,7327918,7633078,7851422,7837958,8369218,
Pre-demographic dividend,PRE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210716,256270,281918,367508,,608342,675421,907266,1160205,1730105,6614027,7059332,7719119,10361511,
Puerto Rico,PRI,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,22732,54337,86303,118268,150233,182198,426310,480293,551520,558251,573225,601570,610334,704411,686851,660077,609027,609943,671284,
"Korea, Dem. People's Rep.",PRK,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,25154,99316,260591,502030,838371,1165440,1423687,1527050,1635427,1911827,2126689,2243036,2390778,2563356,2857776,3142188,3375597,3574638,3784684,3967699,4160795,
Paraguay,PRY,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,300,500,500,3050,5600,6000,8600,12800,77435,89493,120101,136152,156576,185125,215135,246660,290264,320700,412186,562369,
West Bank and Gaza,PSE,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7463,27172,55648,,,,155964,186380,213065,235142,274500,320684,359872,364086,364881,376911,
